This file was created by CMPT_IND_RETS using the 202012 CRSP database.
It contains value- and equal-weighted returns for 10 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
195207,    156,     66,    323,     60,     49,      8,     87,     19,     84,    160
195208,    156,     66,    323,     60,     49,      8,     87,     19,     84,    160
195209,    156,     66,    323,     60,     49,      8,     87,     19,     84,    160
195210,    156,     66,    323,     60,     49,      8,     87,     18,     84,    160
195211,    156,     66,    322,     60,     49,      8,     87,     18,     84,    160
195212,    156,     66,    322,     60,     49,      8,     87,     18,     84,    160
195301,    156,     66,    322,     60,     49,      8,     87,     18,     84,    160
195302,    156,     66,    322,     60,     49,      7,     86,     18,     84,    160
195303,    154,     66,    322,     60,     48,      7,     86,     18,     84,    160
195304,    154,     66,    322,     60,     48,      7,     86,     18,     84,    160
195305,    154,     66,    321,     60,     48,      7,     86,     17,     84,    157
195306,    154,     66,    321,     60,     48,      7,     86,     17,     84,    157
195307,    154,     65,    329,     60,     50,      8,     88,     18,     88,    161
195308,    153,     65,    329,     60,     50,      8,     88,     18,     88,    161
195309,    152,     65,    329,     60,     50,      8,     87,     18,     88,    161
195310,    152,     64,    329,     60,     50,      8,     87,     18,     88,    161
195311,    152,     64,    328,     60,     50,      8,     87,     18,     88,    161
195312,    152,     64,    328,     60,     50,      8,     87,     18,     88,    161
195401,    152,     64,    328,     60,     50,      8,     87,     18,     88,    161
195402,    152,     64,    328,     60,     50,      8,     87,     18,     88,    161
195403,    152,     64,    328,     60,     50,      8,     87,     18,     88,    161
195404,    152,     64,    327,     60,     50,      8,     87,     18,     88,    161
195405,    152,     63,    325,     60,     50,      8,     87,     18,     88,    161
195406,    152,     63,    325,     60,     50,      8,     87,     18,     88,    161
195407,    152,     62,    332,     60,     50,      9,     87,     18,     91,    162
195408,    152,     62,    332,     59,     50,      9,     87,     18,     91,    162
195409,    152,     62,    332,     59,     50,      9,     87,     18,     91,    162
195410,    152,     61,    331,     59,     50,      9,     87,     18,     91,    160
195411,    152,     61,    331,     58,     50,      9,     87,     18,     91,    160
195412,    152,     61,    331,     58,     50,      9,     87,     18,     91,    160
195501,    152,     61,    331,     58,     50,      9,     87,     18,     90,    160
195502,    150,     61,    330,     58,     50,      9,     87,     18,     90,    160
195503,    150,     61,    328,     58,     50,      9,     87,     18,     90,    160
195504,    150,     61,    328,     58,     50,      9,     87,     17,     90,    159
195505,    150,     61,    328,     57,     49,      9,     87,     17,     90,    158
195506,    150,     61,    328,     57,     49,      9,     87,     17,     90,    158
195507,    152,     62,    339,     59,     49,      9,     88,     17,     93,    159
195508,    152,     62,    338,     58,     49,      9,     88,     17,     93,    158
195509,    152,     61,    337,     57,     49,      9,     88,     17,     93,    158
195510,    152,     60,    337,     56,     49,      9,     88,     17,     93,    158
195511,    152,     60,    337,     56,     49,      9,     88,     17,     93,    158
195512,    152,     59,    335,     56,     49,      9,     87,     17,     93,    158
195601,    151,     58,    335,     56,     49,      9,     87,     17,     93,    158
195602,    151,     58,    335,     56,     49,      9,     86,     17,     93,    158
195603,    151,     58,    335,     56,     49,      9,     86,     17,     93,    158
195604,    151,     58,    335,     56,     49,      9,     86,     17,     93,    158
195605,    149,     58,    335,     56,     49,      9,     86,     17,     93,    158
195606,    149,     58,    334,     56,     49,      9,     86,     17,     93,    156
195607,    150,     57,    344,     57,     50,     10,     87,     17,     94,    158
195608,    149,     57,    344,     56,     50,     10,     87,     17,     94,    157
195609,    149,     57,    343,     56,     50,     10,     87,     17,     94,    156
195610,    149,     57,    341,     55,     50,     10,     87,     17,     94,    156
195611,    148,     57,    341,     55,     50,     10,     87,     17,     94,    156
195612,    148,     57,    341,     55,     50,     10,     87,     17,     94,    156
195701,    148,     57,    338,     54,     50,     10,     87,     17,     94,    156
195702,    148,     57,    338,     54,     50,     10,     87,     17,     94,    156
195703,    148,     57,    338,     54,     50,     10,     87,     17,     94,    156
195704,    148,     56,    338,     54,     50,     10,     87,     17,     94,    156
195705,    147,     55,    337,     54,     50,     10,     87,     17,     94,    156
195706,    147,     54,    335,     54,     50,     10,     87,     17,     94,    156
195707,    150,     56,    347,     56,     59,     10,     87,     17,     95,    160
195708,    149,     56,    346,     56,     58,     10,     87,     17,     95,    160
195709,    149,     56,    345,     56,     58,     10,     87,     17,     95,    159
195710,    148,     56,    345,     56,     58,      9,     86,     17,     95,    159
195711,    148,     56,    345,     56,     57,      9,     86,     17,     95,    159
195712,    148,     56,    343,     56,     57,      9,     86,     17,     95,    157
195801,    148,     56,    341,     56,     57,      9,     86,     17,     95,    157
195802,    148,     56,    341,     56,     57,      9,     85,     17,     95,    157
195803,    147,     56,    339,     56,     57,      9,     84,     17,     95,    156
195804,    147,     56,    339,     56,     57,      9,     84,     17,     95,    156
195805,    146,     56,    338,     56,     57,      9,     84,     17,     95,    156
195806,    146,     55,    337,     55,     57,      9,     84,     17,     95,    156
195807,    147,     51,    347,     55,     63,      9,     83,     20,     97,    167
195808,    147,     51,    346,     55,     63,      9,     83,     20,     97,    166
195809,    147,     51,    345,     55,     63,      9,     83,     20,     97,    164
195810,    147,     51,    344,     55,     63,      9,     83,     20,     97,    162
195811,    147,     51,    344,     55,     63,      9,     83,     20,     97,    162
195812,    147,     50,    343,     55,     63,      9,     83,     20,     97,    162
195901,    147,     50,    343,     55,     63,      9,     83,     20,     97,    162
195902,    147,     50,    343,     55,     63,      9,     81,     20,     97,    162
195903,    147,     50,    342,     55,     62,      9,     80,     20,     97,    160
195904,    147,     50,    341,     55,     62,      9,     80,     20,     97,    158
195905,    147,     50,    341,     55,     62,      9,     80,     20,     97,    158
195906,    147,     50,    341,     55,     62,      9,     80,     20,     97,    157
195907,    152,     49,    347,     52,     68,     10,     83,     22,    101,    160
195908,    152,     49,    347,     52,     68,     10,     83,     22,    101,    159
195909,    152,     49,    347,     52,     68,     10,     83,     22,    101,    159
195910,    151,     49,    347,     52,     67,     10,     83,     22,    101,    159
195911,    151,     49,    346,     52,     67,     10,     83,     22,    101,    159
195912,    151,     49,    346,     52,     66,     10,     83,     22,    101,    158
196001,    151,     49,    346,     52,     65,     10,     83,     22,    101,    158
196002,    151,     49,    346,     52,     65,     10,     83,     22,    101,    157
196003,    150,     49,    346,     52,     65,     10,     83,     22,    101,    157
196004,    149,     49,    345,     52,     65,     10,     83,     22,    101,    156
196005,    149,     49,    343,     52,     64,     10,     83,     22,    101,    156
196006,    149,     49,    343,     52,     64,     10,     83,     22,    101,    156
196007,    151,     49,    359,     52,     73,     10,     90,     23,    102,    164
196008,    151,     49,    359,     52,     73,     10,     89,     23,    102,    164
196009,    151,     49,    359,     52,     73,     10,     89,     23,    101,    164
196010,    148,     49,    359,     52,     73,     10,     89,     23,    101,    163
196011,    147,     49,    359,     52,     73,     10,     89,     23,    101,    162
196012,    146,     49,    359,     52,     73,     10,     89,     23,    101,    162
196101,    144,     49,    358,     52,     73,     10,     89,     22,    101,    162
196102,    141,     49,    358,     52,     73,     10,     89,     22,    101,    161
196103,    141,     49,    358,     51,     73,     10,     89,     22,    101,    161
196104,    140,     49,    358,     50,     73,     10,     89,     22,    101,    161
196105,    140,     49,    358,     50,     73,     10,     89,     22,    101,    161
196106,    140,     49,    358,     50,     73,     10,     88,     22,    101,    160
196107,    146,     51,    370,     50,     80,     10,     93,     23,    104,    165
196108,    145,     51,    369,     50,     80,     10,     93,     23,    104,    163
196109,    145,     50,    369,     50,     80,     10,     93,     23,    104,    162
196110,    145,     50,    368,     50,     80,     10,     92,     23,    104,    162
196111,    145,     50,    368,     50,     80,      9,     92,     23,    104,    161
196112,    145,     50,    368,     49,     79,      9,     92,     23,    104,    160
196201,    145,     50,    367,     49,     79,      9,     92,     23,    104,    160
196202,    144,     50,    366,     48,     79,      9,     92,     23,    104,    160
196203,    144,     50,    366,     48,     79,      9,     92,     23,    104,    160
196204,    144,     50,    363,     47,     79,      9,     92,     23,    104,    159
196205,    144,     50,    363,     46,     79,      9,     91,     23,    104,    159
196206,    144,     50,    363,     45,     78,      9,     91,     23,    103,    159
196207,    148,     51,    378,     51,     86,     12,     96,     23,    104,    164
196208,    148,     51,    378,     51,     86,     12,     96,     23,    104,    164
196209,    148,     51,    377,     51,     86,     12,     96,     23,    104,    164
196210,    147,     51,    377,     51,     86,     12,     96,     23,    104,    164
196211,    146,     51,    376,     51,     86,     12,     96,     23,    104,    164
196212,    146,     51,    375,     51,     86,     12,     96,     23,    104,    164
196301,    146,     51,    375,     51,     86,     12,     96,     23,    104,    163
196302,    146,     51,    374,     51,     86,     12,     96,     23,    104,    163
196303,    146,     51,    374,     51,     86,     12,     95,     23,    104,    163
196304,    146,     51,    373,     51,     86,     12,     95,     23,    104,    162
196305,    146,     50,    372,     50,     85,     12,     94,     23,    104,    161
196306,    146,     50,    371,     50,     84,     12,     94,     23,    104,    161
196307,    251,    115,    624,    120,    132,     22,    189,     36,    119,    349
196308,    250,    115,    623,    120,    132,     22,    189,     36,    119,    345
196309,    248,    115,    621,    120,    132,     22,    189,     36,    116,    345
196310,    247,    115,    619,    119,    131,     22,    189,     36,    116,    342
